"Date","Customer.ID","Rgn","Item","Sum.of.angels","Punching.holes","Surface.treatment","Open","Weight","Strip.thickness","Tolerance","Steel.grade","Meters","Revenue","Raw.material.cost","Total.costs","Complexity_Angels_Thickness","Difficulty_Thickness","Complexity_Tolerance","profit_loss","Margin","Costs_per_Meter"
2018-05-03,"44144815","DE","SECTION_020317-1.5",1227,"No","No","Yes",13105.575,1.5,4,"FVZ",6000,22183.2,10579.08,17464.67,"little complex","medium","high",4718.53,0.212707364131415,2.91077833333333
2018-05-03,"44144815","DE","SECTION_0204840-2",1596,"Yes","Yes","Yes",40349,2,4,"FVZ",5000,64238.85,31780.71,50835.99,"complex","low","high",13402.86,0.208641032646132,10.167198
2018-05-03,"44144815","DE","SECTION_0204840-2",1596,"Yes","Yes","Yes",40349,2,4,"FVZ",5000,64238.85,31780.71,50835.99,"complex","low","high",13402.86,0.208641032646132,10.167198
2018-05-03,"44144815","DE","SECTION_0204840-2",1596,"Yes","Yes","Yes",40349,2,4,"FVZ",5000,64238.85,31780.71,50835.99,"complex","low","high",13402.86,0.208641032646132,10.167198
2018-05-03,"44144815","DE","SECTION_0204840-2",1596,"Yes","Yes","Yes",40349,2,4,"FVZ",5000,64238.85,31780.71,50835.99,"complex","low","high",13402.86,0.208641032646132,10.167198
2018-05-03,"4464179","DE","SECTION_0226755-0.7",1002,"No","No","Yes",7016.8,0.7,4,"CRNI",5000,49204.81,11668.34,20034.33,"not complex","medium","high",29170.48,0.592837976612449,4.006866
2018-05-04,"4432447","AT","SECTION_001630-2_015",1080,"No","Yes","No",53380,2,4,"WB",20000,75998,36234.84,48606.97,"medium complex","low","high",27391.03,0.360417774151951,2.4303485
2018-05-04,"444837","CZ","SECTION_001137-4",360,"No","No","Yes",16885.35,3,4,"FVZ",6000,29515.98,13595.74,18577.23,"not complex","medium","high",10938.75,0.370604330264487,3.096205
2018-05-04,"62194","DE","SECTION_0017164-1.25",720,"No","Yes","No",8615.938,1.25,4,"CRNI",5000,49296,11878.7,21026.88,"not complex","medium","high",28269.12,0.573456669912366,4.205376
2018-05-04,"622449","DE","SECTION_0016990-4_004",180,"Yes","No","Yes",9606,4,4,"WB",6000,33582.9,6819.3,28171.12,"not complex","high","high",5411.78,0.161146893210533,4.69518666666667
2018-05-04,"622449","DE","SECTION_0016990-4_006",180,"Yes","No","Yes",9792,4,4,"CRNI",6000,64909.91,13851.93,30027,"not complex","high","high",34882.91,0.537404997172235,5.0045
2018-05-04,"44144885","DE","SECTION_0212224-1.5",1800,"No","Yes","No",31086,1.5,4,"KB",12000,49172.76,22329.98,37396.67,"medium complex","medium","high",11776.09,0.239484015133582,3.11638916666667
2018-05-04,"44144885","DE","SECTION_0212224-1.5",1800,"No","Yes","No",31086,1.5,4,"KB",12000,52746.72,22329.98,40394.63,"medium complex","medium","high",12352.09,0.234177404775122,3.36621916666667
2018-05-04,"44144885","DE","SECTION_0212224-1.5",1800,"No","Yes","No",31086,1.5,4,"KB",12000,54348.84,22329.98,41593.98,"medium complex","medium","high",12754.86,0.234685045715787,3.466165
2018-05-04,"44326","CZ","SECTION_0017042-1",540,"No","Yes","Yes",4364.75,1,4,"CRNI",5000,26843.3,4976.04,11680.63,"not complex","medium","high",15162.67,0.564858642566301,2.336126
2018-05-08,"44144899","SE","SECTION_0010054-0.7",828,"No","Yes","Yes",1764,0.7,4,"CRNI",6000,19546.71,3073.85,11041,"not complex","medium","high",8505.71,0.435147909801701,1.84016666666667
2018-05-07,"44129441","DE","SECTION_021483-2.5",360,"Yes","No","Yes",150131.25,2.5,4,"WB",90000,197305.42,101436.11,183375.03,"not complex","low","high",13930.39,0.0706031795781384,2.03750033333333
2018-05-07,"44129441","DE","SECTION_021483-2.5",360,"Yes","No","Yes",150131.25,2.5,4,"WB",90000,187733.47,101436.11,167979.5,"not complex","low","high",19753.97,0.105223485188869,1.86643888888889
2018-05-07,"44129441","DE","SECTION_021483-2.5",360,"Yes","No","Yes",150131.25,2.5,4,"WB",90000,267386.78,101436.11,219298.3,"not complex","low","high",48088.48,0.179846138990118,2.43664777777778
2018-05-07,"44129441","DE","SECTION_021483-2.5",360,"Yes","No","Yes",150131.25,2.5,4,"WB",90000,265456.4,101436.11,264915.47,"not complex","low","high",540.930000000051,0.00203773576376403,2.94350522222222
2018-05-07,"44129441","DE","SECTION_021483-2.5",360,"Yes","No","Yes",150131.25,2.5,4,"WB",90000,194820.76,101436.11,164313.56,"not complex","low","high",30507.2,0.156591114827804,1.82570622222222
2018-05-07,"44129441","DE","SECTION_0207259-2.5",720,"Yes","No","No",369146.25,2.5,4,"WB",99000,487118.35,262839.58,362126.62,"little complex","low","high",124991.73,0.256594172648187,3.65784464646465
2018-05-07,"44129441","DE","SECTION_0207259-2.5",720,"Yes","No","No",369146.25,2.5,4,"WB",99000,486890.6,262839.58,362126.62,"little complex","low","high",124763.98,0.25624643400386,3.65784464646465
2018-05-07,"44129441","DE","SECTION_0207259-2.5",720,"Yes","No","No",369146.25,2.5,4,"WB",99000,497330.72,262839.58,362126.62,"little complex","low","high",135204.1,0.271859538457628,3.65784464646465
2018-05-07,"44129441","DE","SECTION_0207259-2.5",720,"Yes","No","No",369146.25,2.5,4,"WB",99000,497237.99,262839.58,362126.62,"little complex","low","high",135111.37,0.271723747415197,3.65784464646465
2018-05-07,"44129441","DE","SECTION_0207259-2.5",720,"Yes","No","No",369146.25,2.5,4,"WB",99000,487083.01,262839.58,362126.62,"little complex","low","high",124956.39,0.256540235308146,3.65784464646465
2018-05-07,"44129441","DE","SECTION_0218559-0.6",1326,"No","No","No",187458,0.6,4,"FVZ",100000,334780.07,165945.54,270767.18,"little complex","medium","high",64012.89,0.19120878372479,2.7076718
2018-05-07,"44129441","DE","SECTION_0218559-0.6",1326,"No","No","No",187458,0.6,4,"FVZ",100000,334785.82,165945.54,270767.18,"little complex","medium","high",64018.64,0.191222674843277,2.7076718
2018-05-07,"44129441","DE","SECTION_0218559-0.6",1326,"No","No","No",187458,0.6,4,"FVZ",100000,335216.22,165945.54,270767.18,"little complex","medium","high",64449.04,0.19226110240131,2.7076718
2018-05-07,"44129441","DE","SECTION_0218559-0.6",1326,"No","No","No",187458,0.6,4,"FVZ",100000,336502.84,165945.54,281005.04,"little complex","medium","high",55497.8,0.164925205386082,2.8100504
2018-05-07,"44129441","DE","SECTION_0218559-0.6",1326,"No","No","No",187458,0.6,4,"FVZ",100000,356829.54,165945.54,304513.19,"little complex","medium","high",52316.35,0.146614403056429,3.0451319
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,79752.22,21095.76,38715.19,"not complex","low","high",41037.03,0.514556585384081,1.83345283197575
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,84089.45,21095.76,43179.92,"not complex","low","high",40909.53,0.486500149543135,2.04489107785565
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,94932.51,21095.76,50282.86,"not complex","low","high",44649.65,0.47033044844174,2.38126823261981
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,81920.83,21095.76,38715.19,"not complex","low","high",43205.64,0.52740725405248,1.83345283197575
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,81132.25,21095.76,39083.47,"not complex","low","high",42048.78,0.518274545572198,1.85089363515817
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,78065.52,21095.76,36863.12,"not complex","low","high",41202.4,0.527792551692476,1.74574351202879
2018-05-07,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,74692.12,21095.76,34514.86,"not complex","low","high",40177.26,0.537904935621053,1.63453589695018
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,75590.83,21095.76,36433.95,"not complex","low","high",39156.88,0.51801098096158,1.72541911346846
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,77811.88,21095.76,37059.94,"not complex","low","high",40751.94,0.523723883807974,1.75506440613753
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,78065.52,21095.76,36863.12,"not complex","low","high",41202.4,0.527792551692476,1.74574351202879
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,77189.31,21095.76,36690.14,"not complex","low","high",40499.17,0.52467329996861,1.73755161962493
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,78884.77,21095.76,37431.33,"not complex","low","high",41453.44,0.525493577530872,1.77265249100208
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,94346.4,21095.76,50394.95,"not complex","low","high",43951.45,0.465851903199274,2.38657652964577
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,79029.34,21095.76,37716.39,"not complex","low","high",41312.95,0.522754587093856,1.78615220685736
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,79029.34,21095.76,38026.88,"not complex","low","high",41002.46,0.518825793053567,1.80085622276946
2018-05-08,"4461865","CZ","SECTION_0215742-2",360,"No","No","Yes",20351.601,2,4,"CRNI",21116,77935.27,21095.76,36433.95,"not complex","low","high",41501.32,0.532510120257491,1.72541911346846
2018-05-07,"44144467","DE","SECTION_0215900-5",360,"Yes","No","Yes",71140.625,5,4,"FVZ",5000,117848.25,60160.36,75825.06,"little complex","high","high",42023.19,0.356587306133099,15.165012
2018-05-07,"4461865","CZ","SECTION_0222555-2",360,"No","No","Yes",7347,2,4,"CRNI",5000,31319.4,7611.99,15758.07,"not complex","low","high",15561.33,0.496859135232476,3.151614
2018-05-07,"4414152","BY","SECTION_0017114-5",360,"No","No","Yes",55735,5,4,"FVZ",5000,61568.65,43845.52,57049.9,"little complex","high","high",4518.75,0.0733936833112306,11.40998
2018-05-07,"4414152","BY","SECTION_0017114-5",360,"No","No","Yes",55735,5,4,"FVZ",5000,61568.65,43845.52,57049.9,"little complex","high","high",4518.75,0.0733936833112306,11.40998
2018-05-07,"4464197","DE","SECTION_0206709-1.75",634,"Yes","No","Yes",78571.631,1.75,4,"FVZ",31000,115249.94,60539.87,81191.19,"not complex","medium","high",34058.75,0.295520761225559,2.61907064516129
2018-05-07,"4464197","DE","SECTION_0209146-1.5_008",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,60351.36,22031.01,43426.96,"not complex","medium","high",16924.4,0.280431128643994,1.17370162162162
2018-05-07,"4464197","DE","SECTION_0209146-1.5_009",360,"No","No","Yes",27883.2,1.5,4,"FVZ",37000,49099.83,22031.01,33871.96,"not complex","medium","high",15227.87,0.310140992341521,0.915458378378378
2018-05-07,"4464197","DE","SECTION_0209146-1.5_010",360,"No","No","Yes",27883.2,1.5,4,"FVZ",37000,49398.7,22031.01,33871.96,"not complex","medium","high",15526.74,0.314314749173561,0.915458378378378
2018-05-07,"4464197","DE","SECTION_0209146-1.5_022",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,71248.13,22031.01,51275.7,"not complex","medium","high",19972.43,0.280322164244872,1.38582972972973
2018-05-07,"4464197","DE","SECTION_0209146-1.5_024",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,50958.2,22031.01,35165.13,"not complex","medium","high",15793.07,0.309922053761711,0.950408918918919
2018-05-07,"4464197","DE","SECTION_0209146-1.5_024",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,50948.38,22031.01,35165.13,"not complex","medium","high",15783.25,0.309789045304286,0.950408918918919
2018-05-07,"4464197","DE","SECTION_0209146-1.5_025",360,"No","No","Yes",27883.2,1.5,4,"FVZ",37000,49139.27,22031.01,33871.96,"not complex","medium","high",15267.31,0.310694684719574,0.915458378378378
2018-05-07,"4464197","DE","SECTION_0209146-1.5_026",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,52072.7,22031.01,35578.24,"not complex","medium","high",16494.46,0.316758301374809,0.961574054054054
2018-05-07,"4464197","DE","SECTION_0209146-1.5_027",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,49733.98,22031.01,33871.96,"not complex","medium","high",15862.02,0.318937273871908,0.915458378378378
2018-05-07,"4464197","DE","SECTION_0209146-1.5_028",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,48657.26,22031.01,33871.96,"not complex","medium","high",14785.3,0.303866267849854,0.915458378378378
2018-05-07,"4464197","DE","SECTION_0209146-1.5_029",360,"Yes","No","Yes",27883.2,1.5,4,"FVZ",37000,49520.64,22031.01,33871.96,"not complex","medium","high",15648.68,0.316003185742349,0.915458378378378
2018-05-09,"443344","CH","SECTION_0202806-1.5",360,"No","Yes","Yes",3620.813,1.5,4,"FVZ",3000,11646.18,2816.3,7273,"not complex","medium","high",4373.18,0.375503383942203,2.42433333333333
2018-05-07,"44145144","DE","SECTION_0202614-6",180,"No","No","Yes",31653.72,6,4,"CRNI",6300,129526.55,32473.7,45627.06,"little complex","high","high",83899.49,0.647739710507228,7.24239047619048
2018-06-08,"4457744","DE","SECTION_0204987-8",580,"No","No","Yes",103855.5,8,4,"WB",7500,128708.78,76630.81,102408.52,"little complex","very high","high",26300.26,0.2043392843907,13.6544693333333
2018-05-09,"44124415","ES","SECTION_0015584-1.8",922,"No","No","No",222123.6,1.8,4,"WB",60000,258804,166890.69,201919.18,"not complex","medium","high",56884.82,0.219798843912768,3.36531966666667
2018-05-07,"4414565","FR","SECTION_0014084-1.2",835,"No","Yes","Yes",7441.8,1.2,4,"CRNI",5000,49739.42,10565.51,22443.48,"not complex","medium","high",27295.94,0.548778815675776,4.488696
2018-05-07,"4414565","FR","SECTION_0014084-1.2",835,"No","Yes","Yes",7441.8,1.2,4,"CRNI",5000,49739.42,10565.51,22443.48,"not complex","medium","high",27295.94,0.548778815675776,4.488696
2018-05-07,"44144899","SE","SECTION_0222102-2",680,"No","Yes","No",23282.315,2,4,"WB",6650,29435.36,15803.8,24871.76,"little complex","low","high",4563.6,0.155038022296993,3.74011428571429
2018-05-07,"44562441","DE","SECTION_0012067-4_005",491,"No","Yes","Yes",31839.6,4,4,"WB",4000,78216.32,21448.3,46729.08,"not complex","high","high",31487.24,0.402566114079517,11.68227
2018-05-07,"44562441","DE","SECTION_0012067-4_006",491,"No","Yes","Yes",31839.6,4,4,"WB",4000,78216.32,21448.3,46729.08,"not complex","high","high",31487.24,0.402566114079517,11.68227
2018-05-07,"44562441","DE","SECTION_0011424-4_004",396,"No","Yes","Yes",19502.344,3,4,"WB",6250,76383.13,12977.67,44654.07,"not complex","medium","high",31729.06,0.415393556142567,7.1446512
2018-05-07,"44562441","DE","SECTION_0011424-4_005",396,"No","Yes","Yes",19502.344,3,4,"WB",6250,76383.13,12977.67,44654.07,"not complex","medium","high",31729.06,0.415393556142567,7.1446512
2018-05-07,"44144466","DE","SECTION_0008664-2",630,"No","No","Yes",17662.5,2,4,"FVZ",5000,33428.85,13251.15,23748.74,"little complex","low","high",9680.11,0.289573527058215,4.749748
2018-05-07,"44144466","DE","SECTION_0008664-2",630,"No","No","Yes",17662.5,2,4,"FVZ",5000,33428.85,13251.15,23748.74,"little complex","low","high",9680.11,0.289573527058215,4.749748
2018-05-07,"44144466","DE","SECTION_0008664-2",630,"No","No","Yes",17662.5,2,4,"FVZ",5000,33428.85,13251.15,23748.74,"little complex","low","high",9680.11,0.289573527058215,4.749748
2018-05-07,"44144466","DE","SECTION_0008664-2",630,"No","No","Yes",17662.5,2,4,"FVZ",5000,33428.85,13251.15,23748.74,"little complex","low","high",9680.11,0.289573527058215,4.749748
2018-05-07,"44144466","DE","SECTION_0008664-2",630,"No","No","Yes",17662.5,2,4,"FVZ",5000,33428.85,13251.15,23748.74,"little complex","low","high",9680.11,0.289573527058215,4.749748
2018-05-08,"44144296","CH","SECTION_0214976-0.7_001",764,"No","No","Yes",3560,0.7,4,"FVZ",5000,15559.05,2944.14,12680.88,"not complex","medium","high",2878.17,0.184983659028025,2.536176
2018-05-08,"4457516","DE","SECTION_0208642-2.5",180,"Yes","No","Yes",24923.75,2.5,4,"FVZ",10000,39950.3,18847.89,26102.16,"not complex","low","high",13848.14,0.346634192984784,2.610216
2018-05-08,"44644685","DE","SECTION_022314-1.5",360,"No","No","No",6064.125,1.5,4,"WB",5000,18383.3,4506.68,14175.86,"not complex","medium","high",4207.44,0.228872944465901,2.835172
2018-05-08,"4414431","DE","SECTION_0011965-4.05_005",744,"No","No","No",124980,3.05,4,"WB",15000,136642.35,88982.31,108499.11,"little complex","high","high",28143.24,0.205962792648107,7.233274
2018-05-08,"4414431","DE","SECTION_0011965-4.05_006",744,"No","No","No",124980,3.05,4,"WB",15000,136642.35,88982.31,108499.11,"little complex","high","high",28143.24,0.205962792648107,7.233274
2018-05-08,"4414431","DE","SECTION_0014945-4.45_001",360,"No","No","No",100262.5,3.35,4,"WB",12500,104112.13,71384.13,88786.79,"not complex","high","high",15325.34,0.14720033102771,7.1029432
2018-05-08,"4414431","DE","SECTION_0015419-4.45_001",360,"No","No","No",50540,4.35,4,"WB",5000,56382.3,35878.34,48023.32,"little complex","high","high",8358.98,0.148255392206419,9.604664
2018-05-08,"4414431","DE","SECTION_0015419-4.45_004",360,"No","No","No",50540,4.35,4,"WB",5000,56382.3,35878.34,48023.32,"little complex","high","high",8358.98,0.148255392206419,9.604664
2018-05-08,"443612","ES","SECTION_0016607-1.5",900,"No","Yes","No",12746.437,1.5,4,"FVZ",5000,24648,9909.63,18911.03,"not complex","medium","high",5736.97,0.232756004543979,3.782206
2018-05-08,"4437144","IT","SECTION_0015980-1.5",1000,"Yes","Yes","No",14453.813,1.5,4,"KB",5000,78846.22,10606.15,39130.3,"not complex","medium","high",39715.92,0.503713684689006,7.82606
2018-05-08,"4437144","IT","SECTION_0015980-1.5",1000,"Yes","Yes","No",14453.813,1.5,4,"KB",5000,78846.22,10606.15,39130.3,"not complex","medium","high",39715.92,0.503713684689006,7.82606
2018-05-08,"4461785","RO","SECTION_0218224-0.6",380,"No","No","Yes",1660.275,0.6,4,"FVZ",7500,6316.05,1389.66,4991.97,"not complex","medium","high",1324.08,0.209637352459211,0.665596
2018-05-08,"443781","AT","SECTION_0009956-2",360,"Yes","No","Yes",133764,2,4,"FVZ",60000,170687.4,102593.8,130869.69,"not complex","low","high",39817.71,0.233278554831815,2.1811615
2018-05-09,"441448444","DE","SECTION_0226846-2",360,"No","Yes","No",22372.5,2,4,"KB",5000,33326.15,15834.1,24611.71,"not complex","low","high",8714.44,0.26148955099824,4.922342
2018-05-09,"441448444","DE","SECTION_0226847-2",360,"No","Yes","No",26234.7,2,4,"KB",5000,37126.05,18569.84,27746.02,"not complex","low","high",9380.03,0.252653594982499,5.549204
2018-05-09,"443645","ES","SECTION_0016110-1",938,"Yes","Yes","Yes",2766.58,1,4,"CRNI",5150,25056.86,3603.07,15930.48,"not complex","medium","high",9126.38,0.364226802560257,3.09329708737864
2018-05-09,"44524464","DE","SECTION_0011488-1",1188,"No","No","Yes",3983.875,1,4,"KB",5000,13357.23,2986.24,9169.33,"little complex","medium","high",4187.9,0.313530574827266,1.833866
2018-05-09,"4465215","PL","SECTION_022683-2",720,"No","Yes","No",20158.8,2,4,"WB",5000,30091.1,13684.79,22756.08,"little complex","low","high",7335.02,0.24376044744127,4.551216
2018-05-09,"44144462","DE","SECTION_0205648-1.5_001",1440,"Yes","No","Yes",45150.437,1.5,4,"FVZ",24192,84473.63,35744.85,55721.27,"little complex","medium","high",28752.36,0.340370835253558,2.30329323743386
2018-05-09,"441448444","DE","SECTION_0226845-2",360,"No","Yes","No",24287.9,2,4,"KB",5000,35482.85,17193.12,26245.98,"not complex","low","high",9236.87,0.260319281004767,5.249196
2018-05-09,"441448444","DE","SECTION_0226850-2",360,"No","Yes","No",21147.9,2,4,"KB",5000,32042.4,14970.54,23823.77,"not complex","low","high",8218.63,0.256492335155918,4.764754
2018-05-11,"4452727","CZ","SECTION_0201752-2.5",929,"No","Yes","No",45216,2.5,4,"WB",18000,70246.8,33364.03,49703.46,"little complex","low","high",20543.34,0.292445207468525,2.76130333333333
2018-05-11,"445616","LT","SECTION_0214749-2",360,"No","Yes","No",21760.2,2,4,"WB",6000,27667.38,14772.25,22760.05,"not complex","low","high",4907.33,0.177368800370689,3.79334166666667
2018-05-14,"443124","CH","SECTION_0221625-1.5",1191,"Yes","No","Yes",10597.5,1.5,4,"FVZ",10000,23929.1,8667.41,17930.36,"little complex","medium","high",5998.74,0.250688074352984,1.793036
2018-05-14,"443124","CH","SECTION_0214042-1.5_001",540,"No","Yes","No",33558.75,1.5,4,"KB",20000,53198.6,24624.17,39603.32,"not complex","medium","high",13595.28,0.255557101126721,1.980166
2018-05-14,"443124","CH","SECTION_021305-1.5_001",720,"No","Yes","No",40152.75,1.5,4,"KB",20000,71479.2,29584.23,47527.56,"not complex","medium","high",23951.64,0.335085451432025,2.376378
2018-05-14,"443124","CH","SECTION_0200826-1.5",540,"No","Yes","No",39976.125,1.5,4,"KB",35000,120415.75,30723.97,66303.72,"not complex","medium","high",54112.03,0.449376680376114,1.894392
2018-05-14,"443124","CH","SECTION_0200826-1.5",540,"No","Yes","No",39976.125,1.5,4,"FVZ",35000,124010.25,32242.8,69717,"not complex","medium","high",54293.25,0.437812600168131,1.99191428571429
2018-05-15,"443124","CH","SECTION_0017695-1.5",360,"No","Yes","No",48042,1.5,4,"KB",60000,122007.6,36942.55,62251.82,"not complex","medium","high",59755.78,0.489770965087421,1.03753033333333
2018-05-15,"443124","CH","SECTION_0017695-1.5",360,"No","Yes","No",48042,1.5,4,"FVZ",60000,128169.6,38768.81,67188.94,"not complex","medium","high",60980.66,0.475780996429731,1.11981566666667
2018-05-15,"443124","CH","SECTION_0015146-1.5",1048,"No","Yes","Yes",7035.563,1.5,4,"FVZ",5000,25161.5,5417.01,15880.95,"not complex","medium","high",9280.55,0.368839298134054,3.17619
2018-05-15,"443124","CH","SECTION_001364-1.5",1044,"No","Yes","Yes",14318.4,1.5,4,"FVZ",8000,37054.16,11026.52,19716.79,"not complex","medium","high",17337.37,0.467892673859022,2.46459875
2018-05-15,"443124","CH","SECTION_0220494-1.5",860,"No","Yes","Yes",5969.925,1.5,4,"FVZ",6000,20827.56,4596.95,11321.46,"not complex","medium","high",9506.1,0.456419282911681,1.88691
2018-05-15,"443124","CH","SECTION_0015599-1.5",1223,"No","Yes","Yes",19829.1,1.5,4,"KB",8000,50117.6,15521.54,25746.46,"little complex","medium","high",24371.14,0.486279071623541,3.2183075
2018-05-15,"443124","CH","SECTION_0015599-1.5",1223,"No","Yes","Yes",19829.1,1.5,4,"FVZ",8000,51103.52,16288.86,26374.04,"little complex","medium","high",24729.48,0.483909523257889,3.296755
2018-05-15,"443124","CH","SECTION_0015597-1.5",1403,"No","Yes","Yes",14924.813,1.5,4,"KB",5000,40155.7,10951.01,20056.01,"little complex","medium","high",20099.69,0.500543882935673,4.011202
2018-05-15,"443124","CH","SECTION_0015597-1.5",1403,"No","Yes","Yes",14924.813,1.5,4,"FVZ",5000,41696.2,11492.37,20498.88,"little complex","medium","high",21197.32,0.508375343556487,4.099776
2018-05-15,"443121","CH","SECTION_0008864-2",341,"No","Yes","Yes",7426,2,4,"CRNI",5000,41434.13,7694.9,12058.84,"not complex","low","high",29375.29,0.708963600780323,2.411768
2018-05-15,"443121","CH","SECTION_0008864-2",341,"No","Yes","Yes",7426,2,4,"CRNI",5000,41434.13,7694.9,12058.84,"not complex","low","high",29375.29,0.708963600780323,2.411768
2018-05-15,"443121","CH","SECTION_0008864-2",341,"No","Yes","Yes",7426,2,4,"CRNI",5000,41434.13,7694.9,12058.84,"not complex","low","high",29375.29,0.708963600780323,2.411768
2018-05-15,"443121","CH","SECTION_0008864-2",341,"No","Yes","Yes",7426,2,4,"CRNI",5000,41434.13,7694.9,12058.84,"not complex","low","high",29375.29,0.708963600780323,2.411768
2018-05-15,"443121","CH","SECTION_0008864-2",341,"No","Yes","Yes",7426,2,4,"CRNI",5000,41434.13,7694.9,12058.84,"not complex","low","high",29375.29,0.708963600780323,2.411768
2018-05-15,"443344","CH","SECTION_001663-1.5",551,"No","Yes","No",10715.25,1.5,4,"WB",10000,32042.4,7465.7,14716.84,"not complex","medium","high",17325.56,0.540707312810526,1.471684
2018-05-15,"443344","CH","SECTION_001663-1.5",551,"No","Yes","No",10715.25,1.5,4,"FVZ",10000,35123.4,8654.43,15933.03,"not complex","medium","high",19190.37,0.546369941406584,1.593303
2018-05-15,"443124","CH","SECTION_0226760-1.5",900,"No","Yes","No",19157.925,1.5,4,"KB",10000,48782.5,14058.37,26643.54,"not complex","medium","high",22138.96,0.45382995951417,2.664354
2018-05-15,"443124","CH","SECTION_0226761-1.5",1080,"No","Yes","No",22584.45,1.5,4,"KB",10000,52890.5,16567.75,29363.19,"little complex","medium","high",23527.31,0.444830546128322,2.936319
2018-05-15,"443124","CH","SECTION_0226762-1.5",1080,"No","Yes","No",22478.475,1.5,4,"KB",10000,53609.4,16494.38,29283.81,"little complex","medium","high",24325.59,0.453756057706298,2.928381
2018-05-11,"4456971","DE","SECTION_0221099-1",480,"No","Yes","No",2758.68,1,4,"CRNI",1800,24753.38,3145.68,10315.59,"not complex","medium","high",14437.79,0.583265396483228,5.73088333333333
2018-05-11,"4456971","DE","SECTION_0221099-1",480,"No","Yes","No",2758.68,1,4,"CRNI",1800,24753.38,3145.68,10315.59,"not complex","medium","high",14437.79,0.583265396483228,5.73088333333333
2018-05-11,"441431","TR","SECTION_0015072-1_001",328,"No","Yes","Yes",7186.871,1,4,"FVZ",5850,33372.3,6392.96,15677.48,"not complex","medium","high",17694.82,0.530224767247088,2.67991111111111
2018-05-14,"64448","DE","SECTION_0005589-1",935,"No","No","No",8101.2,1,4,"FVZ",6000,13679.64,6459.55,11835.75,"not complex","medium","high",1843.89,0.134790827828802,1.972625
2018-05-14,"64448","DE","SECTION_0005064-1.25",936,"No","No","No",16902.031,1.25,4,"FVZ",6500,22629.95,13048.13,19485.75,"not complex","medium","high",3144.2,0.13893976787399,2.99780769230769
2018-05-14,"44363","FR","SECTION_0009950-4.5",450,"No","No","Yes",36296.438,4.5,4,"WB",5000,70863,28568.97,43737.7,"little complex","high","high",27125.3,0.382785092361317,8.74754
2018-05-14,"44363","FR","SECTION_0009950-4.5",450,"No","No","Yes",36296.438,4.5,4,"WB",5000,70863,28568.97,42898.93,"little complex","high","high",27964.07,0.394621593779546,8.579786
2018-05-14,"4452569","CZ","SECTION_0214982-2",580,"No","Yes","No",28134.4,2,4,"WB",16000,40094.08,19093.54,29059.64,"not complex","low","high",11034.44,0.275213697383753,1.8162275
2018-05-14,"4412443","FR","SECTION_0015474-2.5",721,"No","Yes","No",17662.5,2.5,4,"WB",4000,28632.76,12791.6,21280.87,"little complex","low","high",7351.89,0.256764978297586,5.3202175
2018-05-14,"4434427","ES","SECTION_0214951-2.5",792,"No","Yes","Yes",27082.5,2.5,4,"FVZ",5000,35739.6,20478.28,28641.43,"little complex","low","high",7098.17,0.198607986659056,5.728286
2018-05-14,"4434427","ES","SECTION_0214951-2.5",792,"No","Yes","Yes",27082.5,2.5,4,"FVZ",5000,35739.6,20478.28,28641.43,"little complex","low","high",7098.17,0.198607986659056,5.728286
