Date	Customer ID	Rgn	Item	Sum of angels	Punching holes	Surface treatment	Open	Weight	Strip thickness	Tolerance	Steel grade	Meters	Revenue	Raw material cost	Total costs
12.04.2018	4451247	PL	SECTION_0009421-2.5	470,000	X		X	75.654,375	2,5	4	WB	30.000,000	135.506,27	54.379,37	101.162,54
12.04.2018	4451247	PL	SECTION_0009421-2.5	470,000	X		X	75.654,375	2,5	4	WB	30.000,000	180.822,23	54.379,37	134.925,44
12.04.2018	4451247	PL	SECTION_0009421-2.5	470,000	X		X	75.654,375	2,5	4	WB	30.000,000	181.054,78	54.379,37	134.776,54
12.04.2018	443494	FR	SERVICE_0004204-2_001	0,000									39.531,59	0,11	18.713,28
12.04.2018	443212	CZ	SECTION_0016262-2_004	697,000				11.647,260	2	4	WB	0,000	49.598,97	0,12	17.508,56
12.04.2018	443212	CZ	SECTION_0016262-2_005	697,000				11.647,260	2	4	WB	0,000	49.598,97	0,12	17.508,56
12.04.2018	443174	IT	SECTION_0009215-4	720,000		X		50.868,000	3	4	WB	10.000,000	67.782,00	34.372,87	49.066,41
12.04.2018	4412187	ES	SECTION_0015696-2	966,000				64.762,500	2	4	WB	15.000,000	75.176,40	48.318,37	62.972,54
12.04.2018	443298	AT	SECTION_0015455-1_006	360,000	X	X	X	4.420,000	1	4	CRNI	10.000,000	35.348,25	5.755,21	16.700,33
12.04.2018	441437	DE	SECTION_0010724-4	1.080,000				72.910,800	4	4	WB	10.800,000	120.122,03	51.003,75	76.010,46
12.04.2018	64619	DE	SECTION_0016270-0.75	1.358,000	X	X	X	23.594,156	0,75	1	FVZ	5.000,000	76.254,75	23.362,78	53.620,41
17.04.2018	4462495	NL	SERVICE_0000804-4_015	0,000									259.464,04	127.321,61	193.849,97
17.04.2018	4462495	NL	SERVICE_0000804-4_016	0,000									272.994,33	128.789,14	201.113,76
17.04.2018	4462495	NL	SERVICE_0000804-4_017	0,000									325.142,18	125.271,23	187.171,46
17.04.2018	4462495	NL	SERVICE_0000804-4_018	0,000									286.613,44	127.313,22	198.778,03
17.04.2018	4462495	NL	SERVICE_0000804-4_019	0,000									275.065,61	129.343,51	201.132,05
17.04.2018	4462495	NL	SERVICE_0000804-4_020	0,000									239.981,78	127.319,18	177.884,26
17.04.2018	4462495	NL	SERVICE_0000804-4_021	0,000									259.645,92	128.608,82	195.164,66
12.04.2018	4462495	NL	SECTION_0016074-1.5	529,000	X	X	X	34.706,813	1,5	4	FVZ	15.000,000	66.703,65	26.988,45	48.589,93
13.04.2018	44144594	NL	SERVICE_0002495-5_007	0,000									202.088,95	47.088,27	97.914,66
17.04.2018	4414431	DE	SECTION_0206214-1	1.440,000		X		14.954,250	1	4	FVZ	10.000,000	24.545,30	12.007,41	21.323,12
13.04.2018	4414431	DE	SECTION_0215867-1.25	720,000				31.277,344	1,25	4	FVZ	15.000,000	41.285,40	24.633,00	35.894,30
13.04.2018	44144594	NL	SERVICE_0002505-5_005	0,000									165.344,70	35.077,16	88.506,69
13.04.2018	445931	HU	SECTION_0214574-4_004	360,000				16.965,000	3	4	CRNI	5.000,000	212.546,40	0,18	34.736,39
17.04.2018	44644581	AT	SECTION_0010464-4	1.170,000		X	X	58.851,450	3	4	FVZ	6.000,000	90.643,02	46.519,46	61.779,69
13.04.2018	62859	DE	SECTION_0207840-2	360,000		X		32.566,824	2	4	FVZ	12.060,000	41.120,26	25.646,68	33.898,26
13.04.2018	44144418	DE	SECTION_0011168-0.88_002	900,000	X	X	X	20.310,000	0,88	4	FVZ	10.000,000	42.004,30	18.330,20	33.467,18
16.04.2018	445583	DE	SECTION_0222742-1_001	1.782,000	X		X	14.766,935	1	4	FVZ	0,000	29.336,48	11.860,42	22.965,84
16.04.2018	4445681	CZ	SECTION_0017554-1	3.176,000			X	30.770,053	1	4	KB	14.202,000	47.111,02	15.787,77	24.318,10
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.149,11	4.986,48	18.763,59
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.198,06	4.986,48	18.761,13
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.911,21	4.986,48	18.762,53
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.911,21	4.986,48	18.744,36
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.096,39	4.986,48	18.745,13
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	25.752,25	4.986,48	18.742,52
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	26.407,12	4.986,48	19.569,52
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	26.276,15	4.986,48	18.740,89
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	19.980,57	4.986,48	15.318,04
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	19.417,49	4.986,48	15.318,04
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	4	FVZ	10.092,000	19.277,49	4.986,48	15.318,04
16.04.2018	443962	IT	SECTION_0005209-1	360,000	X			5.981,276	1	1	FVZ	10.092,000	17.532,74	4.986,48	14.488,52
16.04.2018	4449525	IT	SECTION_0009998-4	360,000			X	12.717,000	4	4	FVZ	5.000,000	22.337,25	9.724,76	17.654,55
16.04.2018	4449525	IT	SECTION_0009998-4	360,000			X	12.717,000	4	4	FVZ	5.000,000	22.337,25	9.724,76	17.654,55
16.04.2018	4461857	IT	SECTION_0219548-1.8	1.217,000	X	X		21.512,925	1,8	4	FVZ	5.000,000	47.242,00	17.369,41	36.958,03
16.04.2018	44144899	SE	SECTION_0017760-1	540,000		X		25.264,110	1	4	KB	7.502,000	41.296,41	20.591,52	39.414,16
16.04.2018	44644818	MY	SECTION_0222775-1.5	362,000	X		X	18.900,000	1,5	4	CRNI	17.500,000	99.147,09	28.303,24	41.954,02
17.04.2018	443156	CH	SECTION_0008267-1.75	540,000	X		X	2.843,662	1,75	4	KB	3.000,000	15.220,14	2.042,54	7.132,82
17.04.2018	443124	CH	SECTION_0017694-1.5	180,000		X	X	20.930,063	1,5	4	KB	45.000,000	36.509,85	15.353,43	26.598,23
17.04.2018	443124	CH	SECTION_0017694-1.5	180,000		X	X	20.930,063	1,5	4	FVZ	45.000,000	38.358,45	16.112,42	27.219,17
17.04.2018	443124	CH	SECTION_0220494-1.5	1.580,000		X	X	11.480,625	1,5	4	FVZ	6.000,000	30.625,14	8.838,15	17.333,93
17.04.2018	443124	CH	SECTION_0015596-1.5	1.043,000		X	X	15.354,600	1,5	4	KB	8.000,000	43.051,84	12.015,26	20.889,54
17.04.2018	443124	CH	SECTION_0015596-1.5	1.043,000		X	X	15.354,600	1,5	4	FVZ	8.000,000	44.366,40	12.609,24	21.375,29
17.04.2018	443124	CH	SECTION_0015598-1.5	1.223,000		X	X	11.981,063	1,5	4	KB	5.000,000	32.761,30	9.627,32	20.267,38
17.04.2018	443124	CH	SECTION_0015598-1.5	1.223,000		X	X	11.981,063	1,5	4	FVZ	5.000,000	34.815,30	10.103,24	20.656,85
18.04.2018	443344	CH	SECTION_0012621-1.9	1.100,000		X		29.196,113	1,9	4	WB	7.500,000	57.075,53	19.970,83	30.026,35
18.04.2018	443154	CH	SECTION_0016274-0.8	470,000		X	X	3.081,000	0,8	4	CRNI	3.000,000	31.102,66	4.830,24	11.610,21
18.04.2018	443154	CH	SECTION_0016274-0.8	470,000		X	X	3.081,000	0,8	4	CRNI	3.000,000	31.102,66	4.830,24	11.610,21
18.04.2018	443154	CH	SECTION_0016274-0.8	470,000		X	X	3.081,000	0,8	4	CRNI	3.000,000	31.102,66	4.830,24	11.610,21
18.04.2018	443154	CH	SECTION_0016280-0.8	586,000		X	X	4.915,680	0,8	4	CRNI	3.000,000	32.144,57	9.003,35	17.717,16
18.04.2018	443154	CH	SECTION_0016280-0.8	586,000		X	X	4.915,680	0,8	4	CRNI	3.000,000	32.144,57	9.003,35	17.717,16
18.04.2018	443154	CH	SECTION_0016280-0.8	586,000		X	X	4.915,680	0,8	4	CRNI	3.000,000	32.144,57	9.003,35	17.717,16
18.04.2018	443154	CH	SECTION_0016272-0.8	510,000		X	X	4.129,664	0,8	4	CRNI	3.200,000	36.159,39	6.556,72	14.366,96
18.04.2018	443154	CH	SECTION_0016272-0.8	510,000		X	X	4.129,664	0,8	4	CRNI	3.200,000	36.159,39	6.556,72	14.366,96
18.04.2018	443154	CH	SECTION_0016272-0.8	510,000		X	X	4.129,664	0,8	4	CRNI	3.200,000	36.159,39	6.556,72	14.366,96
17.04.2018	443158	AT	SECTION_0211557-1.5	540,000	X		X	5.934,600	1,5	3	FVZ	3.500,000	17.613,05	4.656,89	11.577,45
18.04.2018	4412821	IT	SECTION_0011265-4.5	720,000		X		36.349,425	3,5	4	WB	6.000,000	52.253,76	25.690,43	37.613,42
17.04.2018	658441	PT	SECTION_0217842-1.5	360,000	X		X	7.377,037	1,5	4	WB	7.000,000	17.992,40	0,08	6.896,36
17.04.2018	658441	PT	SECTION_0217842-2	360,000	X		X	6.711,750	2	4	WB	5.000,000	14.671,43	4.937,28	10.982,59
17.04.2018	443518	ES	SECTION_0017281-2.5	360,000		X		3.288,375	2,5	4	CRNI	3.000,000	28.135,92	3.748,27	12.138,81
17.04.2018	6498	LT	SECTION_0015825-1.8	360,000		X		22.396,050	1,8	4	WB	5.000,000	46.317,70	15.782,16	24.928,67
17.04.2018	44144299	DE	SECTION_0226648-2	928,000		X		29.735,800	2	4	FVZ	5.000,000	49.398,70	23.728,22	35.783,03
17.04.2018	4441249	IT	SECTION_0017266-2	360,000		X		24.727,500	2	4	KB	7.500,000	39.667,88	19.168,51	28.976,00
17.04.2018	4441249	IT	SECTION_0219042-2	540,000		X		15.857,000	2	4	WB	5.000,000	27.318,20	10.762,52	20.713,25
17.04.2018	4441249	IT	SECTION_021903-4	140,000		X	X	17.976,500	4	4	WB	5.000,000	35.072,05	12.108,46	22.875,37
17.04.2018	44144299	DE	SECTION_0226646-2	928,000		X		26.595,800	2	4	FVZ	5.000,000	45.444,75	21.222,53	33.083,70
17.04.2018	44144299	DE	SECTION_0226647-2	928,000		X		31.305,800	2	4	FVZ	5.000,000	51.247,30	24.981,06	37.132,96
17.04.2018	44144299	DE	SECTION_0226651-4	918,000		X		59.970,075	3	4	FVZ	5.000,000	92.327,30	46.736,73	65.110,73
17.04.2018	4412443	FR	SECTION_0006282-4	720,000		X		74.951,800	4	4	WB	11.000,000	86.083,14	55.336,74	74.152,79
17.04.2018	4412443	FR	SECTION_0006282-4	720,000		X		74.951,800	4	4	WB	11.000,000	86.083,14	55.336,74	74.152,79
17.04.2018	4412443	FR	SECTION_0009626-4.5	540,000		X		78.921,938	3,5	4	WB	15.000,000	92.121,90	54.549,63	72.093,73
17.04.2018	44144299	DE	SECTION_0226654-4	909,000		X		60.570,600	4	4	FVZ	5.000,000	92.430,00	46.953,25	66.410,22
17.04.2018	4412443	FR	SECTION_0008941-4.5	540,000		X		38.822,175	3,5	4	WB	6.000,000	52.130,52	27.600,84	41.116,15
17.04.2018	4412816	SE	SECTION_0014672-2_001	180,000	X		X	7.339,750	2	1	WB	5.000,000	12.632,10	5.248,70	11.648,37
17.04.2018	44144299	DE	SECTION_0226655-5	902,000		X		105.778,750	5	4	FVZ	5.000,000	152.304,10	81.999,58	106.343,47
17.04.2018	44144299	DE	SECTION_0226658-4	909,000		X		69.676,600	4	4	FVZ	5.000,000	103.983,75	54.255,54	74.288,77
17.04.2018	4412816	SE	SECTION_0014671-2_001	360,000	X		X	14.051,500	2	1	WB	5.000,000	22.902,10	9.537,27	17.608,41
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	59.273,75	19.442,52	45.170,55
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	55.687,75	19.442,52	42.193,75
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	51.722,76	19.442,52	39.054,16
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	49.509,83	19.442,52	37.188,34
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	51.187,26	19.442,52	38.649,74
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	49.566,14	19.442,52	37.356,02
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	47.313,93	19.442,52	35.642,52
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	46.067,88	19.442,52	34.565,79
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	63.421,76	19.442,52	48.457,23
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	51.187,26	19.442,52	38.649,74
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	49.548,12	19.442,52	37.301,25
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	46.067,88	19.442,52	34.565,79
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	46.351,25	19.442,52	34.795,72
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	40.265,95	19.442,52	29.985,54
17.04.2018	4416259	DE	SECTION_020493-2.5	360,000	X		X	24.178,000	2,5	4	EVZ	8.000,000	63.421,76	19.442,52	48.457,23
17.04.2018	4414587	FR	SECTION_0016568-1	900,000		X		24.201,157	1	4	KB	11.700,000	37.369,45	18.518,33	33.896,60
17.04.2018	4414587	FR	SECTION_0016568-1	900,000		X		24.201,157	1	4	KB	11.700,000	37.369,45	18.518,33	33.896,60
17.04.2018	4414587	FR	SECTION_0016568-1	900,000		X		24.201,157	1	4	KB	11.700,000	37.369,45	18.518,33	33.896,60
18.04.2018	65296	ES	SECTION_0015826-2	1.661,000		X		24.117,555	2	4	WB	7.700,000	39.065,03	16.620,37	26.002,60
18.04.2018	44624446	LU	SECTION_0017640-2_008	360,000	X			11.070,000	2	4	KB	5.000,000	37.479,59	8.179,65	27.590,58
18.04.2018	44624446	LU	SECTION_0017640-2_010	360,000	X			11.070,000	2	4	KB	5.000,000	38.903,67	8.165,22	27.341,72
18.04.2018	44624446	LU	SECTION_0017640-2_012	360,000	X			11.070,000	2	4	KB	5.000,000	38.763,12	8.165,22	25.584,38
18.04.2018	44624446	LU	SECTION_0017640-2_014	360,000	X			11.070,000	2	4	KB	5.000,000	40.045,68	8.158,01	25.795,92
18.04.2018	44624446	LU	SECTION_0017640-2_016	360,000	X			11.070,000	2	4	KB	5.000,000	48.524,65	8.150,79	23.015,91
18.04.2018	44624446	LU	SECTION_0017640-2_018	360,000	X			11.070,000	2	4	KB	5.000,000	43.824,15	8.197,69	24.883,98
18.04.2018	44624446	LU	SECTION_0017640-2_004	360,000	X			11.070,000	2	4	KB	5.000,000	38.911,18	8.208,50	35.821,39
18.04.2018	4457516	DE	SECTION_0208642-2.5	180,000	X		X	24.923,750	2,5	4	FVZ	10.000,000	39.950,30	18.847,89	26.102,16
20.04.2018	4414167	ES	SECTION_0015667-2	360,000				23.188,900	2	4	WB	7.000,000	40.114,62	15.982,61	23.261,85
18.04.2018	4414167	ES	SECTION_0015450-2	720,000	X		X	41.840,500	2	4	WB	5.000,000	61.979,45	28.834,99	45.893,35
18.04.2018	443766	HU	SECTION_0016762-2	840,000		X		98.209,152	2	4	WB	34.560,000	124.935,78	66.672,31	85.339,86
18.04.2018	445567	AT	SECTION_0016190-2	720,000		X		38.936,000	2	4	WB	20.000,000	54.020,20	26.432,84	40.136,00
18.04.2018	4464426	NL	SECTION_0011749-1.25	624,000		X	X	6.255,469	1,25	1	FVZ	7.500,000	13.325,33	4.942,58	9.977,11
18.04.2018	4464426	NL	SECTION_0010284-1.25	619,000		X	X	6.991,406	1,25	1	FVZ	7.500,000	14.095,58	5.526,65	10.776,16
18.04.2018	44144299	DE	SECTION_0226619-4	918,000		X		43.485,075	3	4	FVZ	5.000,000	88.578,75	33.889,40	64.221,25
18.04.2018	44144299	DE	SECTION_0226620-4	918,000		X		50.550,075	3	4	FVZ	5.000,000	97.975,80	39.395,39	70.160,35
15.05.2018	4412995	DE	SECTION_0016474-2.5	1.704,000	X			145.274,063	2,5	1	WB	15.000,000	181.162,80	94.673,52	127.620,97
18.04.2018	4412995	DE	SECTION_0016474-2.5	1.704,000	X			290.548,125	2,5	1	WB	30.000,000	341.682,90	189.347,06	243.953,95
18.04.2018	4412995	DE	SECTION_0216068-2.5	2.376,000	X			126.385,000	2,5	1	WB	10.000,000	175.617,00	85.401,74	121.951,69
18.04.2018	4412995	DE	SECTION_0216068-2.5	2.376,000	X			126.385,000	2,5	1	WB	10.000,000	175.617,00	85.401,74	121.951,69
18.04.2018	4412995	DE	SECTION_0216068-2.5	2.376,000				126.385,000	2,5	4	WB	10.000,000	175.206,20	85.401,74	121.951,69
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	44353	SI	SECTION_0009464-4	645,000		X	X	259.638,750	3	4	WB	30.000,000	301.629,90	177.452,01	217.963,21
18.04.2018	4412995	DE	SECTION_0014998-4.5	1.704,000	X			275.299,500	3,5	1	WB	20.000,000	307.073,00	179.641,66	222.980,20
18.04.2018	4412995	DE	SECTION_0014998-4.5	1.704,000	X			275.299,500	3,5	1	WB	20.000,000	307.073,00	179.641,66	222.980,20
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	209.350,45
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	209.350,45
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	200.611,74
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	200.611,74
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	200.611,74
18.04.2018	44353	SI	SECTION_0017485-4	720,000		X	X	234.911,250	3	4	WB	30.000,000	272.052,30	160.556,91	200.611,74
18.04.2018	44144299	DE	SECTION_022663-4	909,000		X		66.536,600	4	4	FVZ	5.000,000	125.396,70	51.577,25	90.889,83
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	194.047,83
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	187.195,82
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	183.388,89
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	183.388,89
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	183.388,89
18.04.2018	44353	SI	SECTION_0017929-4	645,000		X	X	220.192,500	3	4	WB	20.000,000	262.501,20	150.496,73	183.388,89
18.04.2018	44353	SI	SECTION_0206188-4	720,000		X	X	180.628,500	3	4	WB	20.000,000	223.680,60	123.456,02	158.643,67
18.04.2018	44353	SI	SECTION_0206188-4	720,000		X	X	180.628,500	3	4	WB	20.000,000	223.680,60	123.456,02	158.643,67
18.04.2018	44353	SI	SECTION_0206188-4	720,000		X	X	180.628,500	3	4	WB	20.000,000	223.680,60	123.456,02	153.206,57
18.04.2018	44353	SI	SECTION_0206188-4	720,000		X	X	180.628,500	3	4	WB	20.000,000	223.680,60	123.456,02	153.206,57
18.04.2018	44144299	DE	SECTION_0226656-2	928,000		X		20.315,800	2	4	FVZ	5.000,000	37.947,65	16.211,16	27.790,47
18.04.2018	443644	IT	SECTION_0017718-4.5	450,000		X		27.818,437	3,5	4	WB	5.000,000	40.104,35	18.987,94	29.231,77
18.04.2018	443644	IT	SECTION_0015919-5	720,000		X		58.090,000	5	4	WB	5.000,000	83.032,95	42.020,70	60.027,85
18.04.2018	443644	IT	SECTION_0015919-5	720,000		X		58.090,000	5	4	WB	5.000,000	83.032,95	42.020,70	60.027,85
19.04.2018	443945	AT	SERVICE_00679	0,000									4.079,24	0,00	0,00
19.04.2018	443945	AT	SERVICE_00679	0,000									13.725,86	0,00	0,00
19.04.2018	443945	AT	SERVICE_00829	0,000									246,84	0,00	0,00
19.04.2018	443344	CH	SECTION_0201801-1.5	551,000		X		8.831,250	1,5	4	FVZ	6.000,000	20.457,84	7.130,22	13.769,16
20.04.2018	443124	CH	SECTION_0008255-1.5_002	1.281,000	X		X	47.637,000	1,5	4	CRNI	40.000,000	210.560,94	0,00	77.093,97
20.04.2018	443124	CH	SECTION_0011946-1.25_004	506,000		X	X	26.125,000	1,25	4	FVZ	25.000,000	37.999,00	20.522,58	29.535,75
20.04.2018	443124	CH	SECTION_0204556-1.5	720,000		X		11.127,375	1,5	4	WB	5.000,000	21.567,00	7.863,04	15.097,98
23.04.2018	443344	CH	SECTION_0210595-1.5	360,000		X		8.601,638	1,5	4	FVZ	3.000,000	17.592,51	6.765,46	12.161,24
24.04.2018	443344	CH	SECTION_0210600-1.5	540,000		X		16.543,875	1,5	4	FVZ	5.000,000	32.247,80	13.014,13	20.487,35
24.04.2018	443124	CH	SECTION_0226711-1.25	504,000		X	X	4.633,463	1,25	4	FVZ	6.000,000	9.551,10	3.638,68	7.440,18
19.04.2018	44142444	DE	SECTION_0017040-1_001	1.046,000			X	7.686,000	1	4	CRNI	18.000,000	38.138,49	9.841,42	18.606,63
03.05.2018	4414463	ES	SECTION_0220581-1.8	1.120,000	X			49.525,650	1,8	4	FVZ	10.000,000	79.387,10	41.782,96	68.922,34
03.05.2018	4414463	ES	SECTION_0220581-1.8	1.120,000	X			49.525,650	1,8	4	FVZ	10.000,000	75.792,60	41.782,96	63.144,48
03.05.2018	4414463	ES	SECTION_0220581-1.8	1.120,000	X			49.525,650	1,8	4	FVZ	10.000,000	75.792,60	41.782,96	59.264,51
19.04.2018	4412443	FR	SECTION_0015472-2.5	720,000		X		21.430,500	2,5	4	WB	4.000,000	31.919,16	14.814,77	24.157,50
19.04.2018	44144515	DE	SECTION_0012204-4_001	570,000		X		12.188,000	3	4	WB	1.100,000	22.684,38	8.740,67	18.830,00
23.04.2018	444389	RU	SECTION_001345-4	360,000		X		17.942,745	3	4	WB	3.800,000	23.259,50	12.124,50	19.821,91
20.04.2018	67842	RU	SECTION_001345-4	360,000		X		12.276,615	3	4	WB	2.600,000	16.501,84	8.295,71	15.199,48
24.04.2018	68518	BE	SECTION_0210500-1	360,000	X			53.988,375	1	4	KB	35.000,000	62.903,75	40.185,08	57.340,71
20.04.2018	44144261	DE	SECTION_0017041-1_021	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	18.272,13	36.210,46
20.04.2018	44144261	DE	SECTION_0017041-1_022	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	17.576,05	35.255,89
20.04.2018	44144261	DE	SECTION_0017041-1_024	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	19.664,30	38.119,76
20.04.2018	44144261	DE	SECTION_0017041-1_025	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	20.534,40	39.312,80
20.04.2018	44144261	DE	SECTION_0017041-1_028	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	18.098,12	35.971,73
20.04.2018	44144261	DE	SECTION_0017041-1_041	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	19.490,28	37.880,80
20.04.2018	44144261	DE	SECTION_0017041-1_045	720,000		X	X	14.062,000	1	4	CRNI	10.000,000	77.006,95	20.360,38	39.074,18
20.04.2018	443645	ES	SECTION_0015774-0.8	393,000	X	X	X	1.959,200	0,8	4	CRNI	5.000,000	19.264,18	0,00	6.332,35
20.04.2018	4414125	FR	SECTION_0015409-1.5	540,000		X		25.610,625	1,5	4	KB	10.000,000	48.418,13	19.327,86	32.766,30
27.04.2018	4418685	ES	SECTION_001347-0.7	848,000			X	2.189,880	0,7	4	CRNI	12.000,000	17.328,46	2.874,50	7.870,81
20.04.2018	4434441	SK	SECTION_0218091-4	700,000		X		36.549,600	4	4	WB	6.000,000	63.961,56	25.948,26	40.497,13
20.04.2018	4434441	SK	SECTION_0018125-2	360,000				7.520,800	2	4	CRNI	7.000,000	44.220,39	8.102,93	17.058,08
20.04.2018	4434441	SK	SECTION_0018125-2	360,000				7.520,800	2	4	CRNI	7.000,000	44.795,51	8.102,93	17.058,08
23.04.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	123.055,14	25.145,59	38.277,52
23.04.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	123.055,14	25.145,59	38.277,52
23.04.2018	4414517	DE	SECTION_0010476-2	1.080,000				16.368,000	2	4	CRNI	6.000,000	123.055,14	25.145,59	38.277,52
23.04.2018	441426	PL	SECTION_000263-2	180,000	X		X	9.651,732	2	4	WB	8.720,000	18.568,16	6.902,71	13.727,80
23.04.2018	4442485	AT	SECTION_0201699-0.6	180,000			X	13.253,940	0,6	4	FVZ	28.000,000	30.768,92	11.103,87	22.692,42
23.04.2018	441426	PL	SECTION_021349-2	180,000	X	X	X	5.256,360	2	4	WB	0,000	16.534,70	3.567,82	9.884,63
23.04.2018	441426	PL	SECTION_0214010-2	360,000		X		11.304,000	2	4	WB	8.000,000	23.990,72	7.673,26	15.030,94
23.04.2018	4461818	BY	SECTION_0217767-1.5	1.311,000	X			21.053,700	1,5	4	FVZ	12.000,000	42.517,80	16.621,57	30.852,59
23.04.2018	4414592	DE	SECTION_0212410-1.2_001	460,000		X	X	1.908,000	1,2	4	FVZ	3.000,000	6.100,38	1.575,95	5.191,91
23.04.2018	44144418	DE	SERVICE_0000710-0.8_001	0,000									94.845,50	39.347,43	77.670,04
24.04.2018	44244724	GB	SECTION_0014597-4	360,000				62.310,160	4	4	WB	8.800,000	75.192,83	42.621,39	55.508,76
24.04.2018	44244724	GB	SECTION_0014597-4	360,000				62.310,160	4	4	WB	8.800,000	80.163,51	42.621,39	60.119,26
